Titulo,Categoria,Resumo,Data,Status
"
Red Bull é feito com sêmen de touro, a taurina  ",saude,"A bebida energética Red Bull contém taurina, elemento que é retirado do sêmen de touro. Não bebam.",25/08/2016,1
"
Papinhas de banana da Nestlé que vencem em 2017 têm vidro  ",saude,Atenção. As papinhas de banana da marca Nestlé que vencem em 2017 estão com vidro. Cuidado com os bebês.,14/08/2016,1
"
Cerveja Itaipava pode causar câncer. Não beba!  ",saude,Cerveja Itaipava causa falta de atividade renal e o aparecimento de tumores no reto. Não beba! Compartilhe.,05/08/2016,1
"
Carne de cachorro é encontrada em restaurante do McDonalds  ",saude,Polícia Federal e Procon encontram carne de cachorro em restaurante do McDonalds.,19/07/2016,1
"
Vídeo mostra cirurgia de pedra nos rins e faz alerta sobre refrigerante  ",saude,"Vídeo de cirurgia mostra cirurgia de pedra nos rins de uma pessoa, causadas pela ingestão de muito refrigerante.",12/07/2016,1
"
Fenilpropalamina está presente em antigripais no Brasil  ",saude,"Cuidado. A fenilpropalamina foi proibida pela Anvisa, mas está presente em muitos antigripais brasileiros. Risco de morte.",16/06/2016,1
"
Margarina foi fabricada para engordar perus  ",saude,"Feita de gordura, margarina é uma invenção criada para engordar perus que foi adaptada para ser comida por seres humanos.",02/06/2016,1
"
Cadeiras de rodas gratuitas no Clube Naval de Charitas  ",saude,"No dia 16 a 20 de maio, o Clube Naval de Charitas vai entregar cadeiras de rodas. Interessados devem falar com Laura em um telefone do Rio.",28/04/2016,1
"
Vacina da gripe é um veneno mortal  ",saude,"Depois de vacinarem 48 milhões de pessoas, descobriram que a vacina da gripe é um veneno mortal.",24/04/2016,1
"
Vacina contra H1N1 causa narcolepsia  ",saude,A vacina contra a gripe H1N1 provocou uma crise de narcolepsia em crianças e em pessoas com menos de 30 anos. ,13/04/2016,1
"
Homem pega câncer nos olhos por usar telefone celular à noite  ",saude,Um homem foi diagnosticado com câncer nos olhos por usar telefone celular à noite.  ,29/03/2016,1
"
Dr. Vinay Goyal fala da prevenção contra H1N1  ",saude,"Renomado médico internacional diz que fazer gargarejos e tomar bebidas quentes previne contaminação do vírus H1N1. Se você quiser ver a versão 2018 da história, clique aqui. ",28/03/2016,1
"
Gatos morrem após comer sachês de Whiskas envenenados  ",saude,Quatro gatos morreram envenenados após comerem um sachê da comida Whiskas.,24/03/2016,1
"
Zoonose foi assaltada e levaram uniformes de agentes da dengue  ",saude,"Se alguém dizer que é agente da dengue e entrar na casa de vocês, não deixe. Uniformes de agentes da dengue foram roubados.",03/03/2016,1
"
Tomar paracetamol causa morte em pacientes com dengue  ",saude,"Segundo estudo, o uso do paracetamol provoca morte em pacientes com dengue.",02/03/2016,1
"
Homem toma 24 latas de red bull e seu coração incha para fora do peito  ",saude,Vídeo mostra equipe médica atendendo homem que tomou 24 latas de red bull. Inchaço do coração o fez bater praticamente fora do peito.,20/02/2016,1
"
Própolis espanta mosquito da zika e dengue  ",saude,Beber própolis seria bom para espantar mosquito aedes aegypti que transmite zika e dengue.,15/02/2016,1
"
Larvicida pyriproxyfen causou microcefalia; Zika é uma farsa  ",saude,"O verdadeiro motivo para a causa para o surto da microcefalia no Brasil é o uso do larvicida Pyriproxyfen, que tem o composto químico piriproxifeno.",15/02/2016,1
"
Losna cura câncer em 16 horas, diz médico  ",saude,A Losna (ou Artemísia) mata 98% das células de câncer em 16 horas.,10/02/2016,1
"
Zika vírus foi criado para controle da população  ",saude,O Zika vírus é uma arma biológica criada para controle populacional.,09/02/2016,1
"
Mosquitos transgênicos causaram Zika vírus  ",saude,"O Zika vírus, que é uma das causas da microcefalia, foi causado por mosquitos geneticamente modificados liberados por empresa britânica.",08/02/2016,1
"
Causa da microcefalia é vacina para gestantes, diz estudo  ",saude,"Estudo desvenda farsa do Zika vírus. Na realidade, a causa para o surto de microcefalia é a vacinação para gestantes. ",02/02/2016,1
"
Chinês apaixonado por sashimi fica com larvas no corpo  ",saude,Chinês ficou com o corpo tomado por larvas de tanto comer sashimi. Cuidado!,29/01/2016,1
"
Novo inseto assassino espalha vírus mortal  ",saude,Inseto assassino vindo da China transmite um vírus mortal para quem tenta matá-lo com as mãos.,22/01/2016,1
"
Governo vai fabricar e distribuir fosfoetanolamina de graça  ",saude,"Governo Federal vai fabricar e distribuir gratuitamente fosfoetanolamina, remédio que cura o câncer, para pacientes do SUS.",18/01/2016,1
"
Bananas com vírus da aids no Brasil  ",saude,Foi comprovada a existência de 1 milhão de bananas no Brasil infectadas com aids. Bananas tem sangue contaminado injetado e vêm da Guatemala.,08/01/2016,1
"
Licença-maternidade de 10 meses é aprovada  ",saude,Nova lei permite que mães fiquem afastadas por 10 meses. Licença-maternidade é para cuidar de recém-nascidos.,08/01/2016,1
"
Microcefalia foi causada por vacina vencida de rubéola, diz balela ",saude,Lote vencido de vacina contra a rubéola é o responsável pelos casos de microcefalia registrados no país.,10/12/2015,1
"
Zika vírus atinge crianças de até 7 anos de forma grave, aponta  ",saude,O zika vírus está afetando o sistema neurológico de crianças até sete anos de idade. Prefeitura de Recife e Ministério da Saúde estão escondendo a informação.,04/12/2015,1
"
Ministério da Saúde incentiva estupradores a usarem camisinha  ",saude,"Para reduzir risco de DST’s, o Ministério da Saúde lançou uma campanha de prevenção voltada a estupradores",04/12/2015,1
"
Carne humana é encontrada em fábrica do McDonald’s no EUA, diz lorota ",saude,Inspetores encontraram carne humana em 90% das fábricas e restaurantes do McDonald’s. ,30/11/2015,1
"
Hospital Universitário está doando latas de leite Nan Soy  ",saude,O Hospital Universitário está doando diversas latas de leite Nan Soy que estão para vencer. Se você precisar é só conversar com a Neide. PS: história voltou a circular em 2017 e continua sendo falsa. ,27/11/2015,1
"
Beber água antes de pintar o cabelo evita câncer  ",saude,Médica disse que é preciso beber água antes de pintar o cabelo. A tinta que causa câncer de bexiga é eliminada quando se bebe antes da tintura.,04/11/2015,1
"
Pílula turbina o cérebro e aumenta o QI em 47%, diz propaganda enganosa ",saude,Remédio natural é uma pílula capaz de turbinar o cérebro e aumentar o QI em 47%. Ela foi lançada no Brasil.,30/10/2015,1
"
Hospital Estadual da Criança faz cirurgia reparadora grátis  ",saude,O Hospital Estadual da Criança em Vila Valqueire (RJ) está fazendo multirão pra cirurgias reparadoras como Orelha de abano e outras.,23/10/2015,1
"
Lave roupas íntimas novas para o seu seio não ser destruído  ",saude,Mensagem alerta a presença de bactérias perigosas em roupas novas sem lavagem. ,16/10/2015,1
"
A cura do câncer está ao alcance de todos. Só que não! ",saude,Vídeo mostra que a cura do câncer já foi descoberta no Brasil e a indústria farmacêutica quer abafar o caso. A única coisa que você precisa fazer é entrar na Justiça e pedir a fosfoetanolamina sintética.,15/10/2015,1
"
Vacina contra o câncer de pele e rins é desenvolvida no Brasil  ",saude,A vacina contra o câncer de pele e rins foi criada por cientistas brasileiros e está disponível no Hospital Sírio-Libanês.,05/10/2015,1
"
Molho de tomate com larvas; será verdade mesmo? ",saude,Internautas flagram diversas marcas de molho de tomate que estão vindo com larvas. Vídeos na internet comprovam isso.,02/10/2015,1
"
Tempero do miojo pega fogo e é inflamável, diz  ",saude,Vídeo mostra o tempero do miojo em chamas como se fosse pólvora. Alimento faz tão mal que é inflamável.,30/09/2015,1
"
Feijão contaminado com bicho mata 10 pessoas, diz alerta falso ",saude,"Bicho que transmite doença no feijão matou 10 pessoas, até a chefe do plantão do Hospital Santa Joana. Solução é colocar feijão no vinagre.",19/09/2015,1
"
Córneas doadas ao Hospital de Sorocaba são jogadas fora  ",saude,“Hospital dos Olhos” de Sorocaba (SP) está com córneas doadas sobrando. O resultado é que elas estão sendo jogadas fora.,11/09/2015,1
"
Carne processada é feita de animais triturados, diz informação errada ",saude,Vocês ainda têm coragem de comer carne processada? Saiba como ela é feita.,07/09/2015,1
"
Nuggets são feitos de pintinhos triturados, diz informação falsa ",saude,Indústria aviária tritura pintinhos vivos para produzir nuggets de frango.,03/09/2015,1
"
Brasileiro descobre a cura do câncer e é preso, afirma  ",saude,"Depois de descobrir substância que cura o câncer, cientista brasileiro foi preso por distribuí-la gratuitamente à população.",03/09/2015,1
"
Macarrão instantâneo é revestido de cera e dá câncer, diz hoax ",saude,Tradicional miojo é revestido por cera utilizada em caixas de isopor. Substância faz mal ao organismo e causa câncer.,28/08/2015,1
"
Hoax: beber água em garrafa plástica faz mal e dá câncer ",saude,"A garrafa de água que fica ao lado da cama é perigosa, durante a noite bactérias se multiplicam e isso resulta em graves doenças, inclusive câncer.",19/08/2015,1
"
Informação errada: cúrcuma pode substituir o creme dental ",saude,"Componente do curry, cúrcuma ajuda a combater cáries, problemas nas gengivas e pode substituir o creme dental.",28/07/2015,1
"
Caso de botulismo com a salsicha Pif Paf é confirmado, diz hoax ",saude,Uma pessoa morreu após consumir a salsicha Pif Paf.  Caso de botulismo foi confirmado e autoridades já iniciaram as buscas pelo lote contaminado.,09/07/2015,1
"
Fumar narguilé é como fumar 100 cigarros? ",saude,Post na internet levanta suspeitas sobre tese de que uma rodada de uma hora do cachimbo oriental equivale a fumar 100 cigarros.,24/06/2015,1
"
Menina Elisa Mirela precisa de doação de sangue AB negativo  ",saude,A menina Elisa Mirela Guedes de Lima está precisando de sangue e correndo risco de morte. Ela precisa urgentemente de AB negativo. A história continua circulando até 2017. ,19/06/2015,1
"
Notícia falsa: coordenador de Samu é demitido por causa de Luciano Huck ",saude,"O coordenador do Samu de Campo Grande (MS), Eduardo Cury, foi demitido após se revoltar e fazer críticas ao tratamento privilegiado que Luciano Huck e Angélica tiveram no SUS.",27/05/2015,1
"
Skol causa câncer e tumores no reto; Não beba, diz alerta falso ",saude,"Vinte e três pessoas foram internadas após ingerirem grandes quantidades de Skol. A propaganda da cerveja também parou. Se você está procurando a versão 2018 da história da Skol, clique aqui. ",16/05/2015,1
"
Vacina contra a gripe tem nível de mercúrio letal  ",saude,Empresas farmacêuticas utilizam 25 mil vezes a mais de mercúrio permitido nas vacinas contra o vírus da gripe.,13/05/2015,1
"
Alerta falso: asa de frango é igual a veneno por causa do hormônio ",saude,"Asas de frango podem causar problema hormonais em mulheres, câncer e até matar. Não coma!",07/05/2015,1
"
Morre primeira pessoa por ingestão de OGM, aponta notícia falsa ",saude,Hospital espanhol confirma primeira morte por ingestão de organismos geneticamente modificados.,07/04/2015,1
"
Hoax: laranjas vêm da Líbia contaminadas com vírus da aids ",saude,"Laranjas importadas da Líbia estão contaminadas com o vírus HIV, que transmite aids.",09/03/2015,1
"
Óleo de coco cura Alzheimer, aponta  ",saude,Publicação diz que beber óleo de coco pode curar Mal de Alzheimer.,31/01/2015,1
"
Hoax: lata com leptospirose causou morte do pai de Daniella Sarahyba ",saude,"Pai da modelo Daniella Sarahyba morreu de leptospirose após consumir uma latinha de cerveja sem lavar o recipiente, mais uma vítima das latinhas assassinas.",02/12/2014,1
"
Polícia Federal descobre que médicos cubanos usam diploma falso  ",saude,Médicos cubanos estariam usando diplomas falsos no Brasil. Polícia Federal descobriu tudo em operação. Atualizado em novembro de 2018: a história voltou a circular e continua falsa. ,15/11/2014,1
"
Alexandria Genesis é uma mutação que deixa pessoas com os olhos roxos  ",saude,"Genes de Alexandria é uma mutação que deixa as pessoas com olhos roxos depois de serem azuis ou cinzas. As mulheres não menstruam, mas são férteis.",12/11/2014,1
"
Balela: fumar maconha pode ajudar na cura do vírus ebola ",saude,Evidências científicas dizem que a maconha pode curar o vírus Ebola,07/11/2014,1
"
 nigeriano está internado com vírus ebola no Ceará ",saude,Agora sim o vírus ebola chegou no Brasil. Foi em Fortaleza. E foi um nigeriano.,03/11/2014,1
"
Informação errada: aborto pós-nascimento vira moda nos EUA ",saude,"Ativistas estão começando a aceitar o “aborto pós-nascimento”, ou seja, matar a criança depois que ela nasce.",01/11/2014,1
"
Ebola é uma farsa criada pela Cruz Vermelha, dizem teorias da conspiração ",saude,"O vírus que já causou a morte de 4500 pessoas é uma invenção da Cruz Vermelha, foi criado para controlar a população e a vacina é de Bill Gates.",20/10/2014,1
"
Site do Câncer de Mama precisa de cliques para não acabar  ",saude,"Para o site não acabar, o site Câncer de Mama precisa de acessos e cliques. Entre na página e espalhe a notícia para dez amigos.",16/10/2014,1
"
Ebola no Brasil: confira cinco notícias falsas sobre casos da doença ",saude,"Casos de ebola já teria sido diagnosticados em São Paulo, Rio de Janeiro, Maranhão e Acre.",10/10/2014,1
"
Informação falsa: paciente com ebola está internado em Nilópolis (RJ) ",saude,"Programa de TV apontou que paciente internado com ebola está sendo escondido na clínica Pronil, em Nilópolis (RJ)",05/10/2014,1
"
Alerta falso: cera na casca da maçã da Turma da Mônica faz mal à saúde ",saude,Vídeo mostra mulher raspando cera da casca das maçãs da Turma da Mônica. Mulher denúncia mal que produto faz à saúde.,28/09/2014,1
"
 dois casos de ebola foram confirmados no Rio de Janeiro ",saude,Dois casos de ebola foram registrados no Rio de Janeiro. Um na UPA da Marechal e um na UPA de Botafogo.,24/08/2014,1
"
Texto falso: primeiro caso de ebola é confirmado no Maranhão ",saude,"O primeiro caso de ebola confirmado no Brasil foi de um nigeriano que morreu no sábado à noite em São Luís, no Maranhão. Cinco pessoas estão infectadas.",20/08/2014,1
"
Declaração de Drauzio Varella sobre silicone e alzheimer é falsa ",saude,Drauzio Varella fala a frase do ano. Ele critica investimentos em silicone e virilidade masculina.,07/08/2014,1
"
Informação falsa: Coca-Cola tira ferrugem de para-brisas ",saude,Um vídeo mostra que Coca-Cola pode tirar ferrugem de para-brisas.,28/07/2014,1
"
Mensagem falsa: animais são triturados em máquina e viram hambúrguer ",saude,Vídeo mostra animais mortos sendo jogados em triturador usado para fabricação de hambúrgueres e embutidos.,25/07/2014,1
"
Alerta falso diz que peixe panga tem vermes e faz mal à saúde ",saude,Comer m… é a mesma coisa que comer peixe panga. História fala de animal cheio de vermes.,20/07/2014,1
"
Lenda urbana: manga com leite faz mal à saúde ",saude,um dos maiores perigos para a saúde é comer manga e beber leite.,03/07/2014,1
"
Pediatra cubano maltrata bebê em hospital na Venezuela  ",saude,Um vídeo mostra a brutalidade dos pediatras cubanos. As imagens mostram um cubano que trabalha na Venezuela e maltrata um bebê.,29/06/2014,1
"
Hoax: Cuiabá possui surto de H1N1 e governo não divulga por causa da Copa ",saude,mensagem divulgada no WhatsApp afirma que a cidade de Cuiabá está com surto de H1N1. Governo não estaria divulgando por causa da Copa do Mundo,21/06/2014,1
"
Informação errada: óleo de canola é um veneno para a saúde ",saude,O óleo de canola é usado para armas químicas e animais não o comem. Produto é um veneno para a saúde.,01/06/2014,1
"
Graviola cura câncer e é mais eficiente que quimioterapia  ",saude,Graviola é um remédio muito mais forte do que a quimioterapia e ajuda na cura do câncer.,27/05/2014,1
"
Boato: médica cubana faz diagnóstico de virose bacteriana no Amapá ",saude,A médica cubana Annelie Reguera Cuellar teria diagnosticado um paciente com “virose bacteriana”. Imagem de atestado médico se espalhou por redes sociais.,23/05/2014,1
"
Tossir durante infarto faz pessoa sobreviver a ataque cardíaco  ",saude,Sabe como sobreviver a um ataque cardíaco? É só tossir repetidamente e com força pode salvar vida durante infarto.,21/05/2014,1
"
Informação falsa: soja está criando geração de meninos gays ",saude,O uso da soja na alimentação estaria afetando a sexualidade dos meninos,16/05/2014,1
"
Informação falsa: Vírus ebola chega ao Brasil pela cidade de Brasiléia ",saude,Governo descobriu que o vírus ebola chegou ao Brasil via Brasiléia (Acre) e está abafando a informação para não atrapalhar a realização da Copa do Mundo.,12/05/2014,1
"
Dica falsa de saúde diz que aspargos podem curar câncer ",saude,"A cura do câncer parece estar mais próxima com a nova informação divulgada pelo apresentador de TV e empresário, Álvaro Garnero. Em seu Facebook, Álvaro defende que o consumo de aspargos é uma cura alternativa para o câncer.",24/04/2014,1
"
Desodorante antitranspirante pode causar câncer de mama  ",saude,O uso de antitranspirante nas mulheres pode causar câncer de mama.,22/04/2014,1
"
Frangos mutantes do KFC modificados geneticamente  ",saude,Rede de restaurantes KFC utiliza seres mutantes modificados geneticamente como frango para serem vendidos.,12/04/2014,1
"
Dica falsa: casca de bananas clareia os dentes ",saude,Usar cascas de banana nos dentes ajudaria a clareá-los.,11/04/2014,1
"
Peixe-panga faz mal a saúde por ser sujo, diz hoax ",saude,Circula na internet um texto dizendo que o consumo de peixe panga faz mal a saúde por ter vermes e vir de rios poluídos.,09/04/2014,1
"
Alerta falso: sabonete Dove Esfoliação Diária pode causar câncer ",saude,Dr. Antunes Beltrão Villa alerta para os perigos do uso do sabonete Dove Esfoliação Diária. De acordo com o médico produto causa lesões que evoluíram para o câncer.,09/04/2014,1
"
Informação Falsa: sem corantes, a Coca-Cola é verde originalmente ",saude, A verdadeira cor da Coca-Cola é verde. A cor marrom só é obtida com a utilização de corantes.,07/04/2014,1
"
Camarão com vitamina C é mistura fatal por causa de arsênico  ",saude,"Uma mulher morreu após comer camarão e ingerir vitamina. Isso acontece porque a vitamina C libera o arsênico que contém no camarão. Atenção: em novembro de 2017, história voltou a circular. Ela continua sendo falsa. ",04/04/2014,1
"
Notícia falsa: estudo revela que irmão mais novo é mais bonito ",saude,"Um estudo polêmico da Noruega aponta que o filho mais novo teria um QB (quociente de beleza) maior que filhos mais velhos. A diferença seria de 2,3 pontos.",29/03/2014,1
"
Estudo falso: beber sêmen ajuda a prevenir câncer de mama ",saude,Pesquisadores da universidade da Carolina do Norte apontam que mulheres que bebem sêmen tem 40% menos de chances para contrair câncer de mama.,28/03/2014,1
"
Balela: bebê nasce sem romper bolsa porque mãe estava com aids ",saude,Bebê é protegido do vírus da Aids ao nascer com bolsa amniótica intacta.,24/03/2014,1
"
Ar condicionado de carros causa câncer por causa de benzeno  ",saude,"O ar condicionado de automóveis pode causar câncer devido à liberação de benzeno, caso janelas não permaneçam abertas por alguns minutos após o veículo ser ligado.",18/03/2014,1
"
Não lavar roupas íntimas novas causa larva nos seios  ",saude,Uma americana comprou um sutiã novo e se esqueceu de lavá-lo. O resultado foi o surgimento de larvas nos seios.,15/03/2014,1
"
Colocar limão no copo de cerveja é fatal  ",saude,Confira a versão 2020 do desmentido sobre o limão no copo de cerveja neste link.,13/03/2014,1
"
Noticia falsa: supermercado vende carne de dinossauro na Austrália ",saude,Polícia de Sydney (Austrália) estaria investigando como um supermercado colocou carne de dinossauro para ser vendida.,08/03/2014,1
"
Informação falsa: limão com bicarbonato de sódio cura câncer ",saude,Suco de limão com bicarbonato de sódio traria cura milagrosa para o câncer e as indústrias alimentícias e farmacêuticas são uma máfia,08/03/2014,1
"
Hoax: menina morre após usar tatuagem de henna no Paquistão ",saude,Uma garota paquistanesa se intoxicou após tatuar a pele com henna. Ela teria que amputar os braços e acabou morrendo após os pais pedirem a eutanásia dela.,22/02/2014,1
"
Alerta falso: menino morre após atender chamada com celular carregando ",saude,"Após colocar celular para carregar, menino foi atender uma chamada, teve um súbito de vibração no coração e morreu por causa dos altos índices de radiação do telefone.",15/02/2014,1
"
Boato: governo brasileiro obriga médica cubana grávida a abortar ",saude,Denúncia dá conta que médica que trabalha no posto de saúde de Ceilândia (DF) teria sido mandada para Cuba para realizar um aborto. Isso seria feito para que ela evitasse ter um filho brasileiro.,13/02/2014,1
"
Notícia falsa: overdose de maconha matou 37 pessoas no Colorado ",saude,"Após a legalização da venda de maconha no estado do Colorado (EUA), 37 pessoas já morreram por overdose da droga.",06/01/2014,1
"
Superbactérias podem causar pandemia mundial, aponta  alarmista ",saude,Podemos estar diante de uma pandemia mundial e a ciência não poderia fazer nada para combater superbactérias.,26/12/2013,1
"
Foto falsa: mulher dá a luz em frente à maternidade Bom Pastor ",saude,"Após não ser atendida, uma mulher se sentou na rua, e sem perceber, um bebê caiu no chão. Isso teria acontecido na maternidade Bom Pastor, da cidade de Queimados (RJ).",23/12/2013,1
"
Cuidado: água de quiabo não cura diabetes ",saude,"Se você cortar as pontas de dois quiabos, botar na água e bebê-la, você estará curado da diabetes.",16/12/2013,1
"
Dr. Simoncini descobriu que bicarbonato de sódio cura câncer  ",saude,O médico italiano Túlio Simoncini teria descoberto que usar bicarbonato de sódio seria útil para curar o câncer. Isso porque a doença seria causada por um fungo.,15/12/2013,1
"
Empresas usam fetos de bebês abortados para dar sabor aos alimentos  ",saude,"Pepsico, Kraft Foods, Nestlé e outras empresas de alimentícios utilizam restos de fetos de abortados para dar mais sabor aos alimentos.",12/12/2013,1
"
Informação falsa: HIV é inofensivo e não transmite aids ",saude,"Se a pessoa que tem o vírus HIV não tomar remédios, ela não acaba desenvolvendo aids. A doença só acontece com quem usa drogas ou remédios como o AZT. Quem disse isso é Peter Duesberg, vencedor do Prêmio Nobel.",11/12/2013,1
"
História do rato na Coca Cola é considerada falsa pela Justiça ",saude,O goiano Wilson Batista de Rezende afirma ter encontrado um rato em uma garrafa de Coca Cola no ano 2000. Ele também diz que ficou com problemas graves de saúde após tomar refrigerante envenenado.,27/11/2013,1
"
Hoax sobre ex-paquita Patrícia usa foto de Luciana Vendramini ",saude,"Ex-paquita teria se envolvido com drogas e, pouco antes de morrer, escreveu carta alertando os jovens do Brasil.",19/11/2013,1
"
Hoax: beijar olho vira moda no Japão e causa conjuntivite ",saude,Estudantes japoneses estariam virando adeptos à moda de beijar olhos de companheiros. Prática estaria levando muitos estudantes ao oftalmologista.,13/11/2013,1
"
Cores dos quadrados em pasta de dente indicam se produto é natural  ",saude,As cores utilizadas nos quadrados dos tubos de cremes dentais teriam a função de mostrar a forma que os produtos seriam fabricados.,08/11/2013,1
"
Consumir alimentos de microondas faz mal à saúde  ",saude,"Ao esquentar uma comida no microondas, os nutrientes do alimento se perdem e são criados compostos radiolíticos, elementos que não podem ser encontrados na natureza.",29/10/2013,1
"
Inca não precisa de doações de toucas para crianças com câncer ",saude,O Instituto Nacional do Câncer (Inca) estaria precisando de doações de toucas de lã e de crochê para cobrir a cabeça das crianças pacientes de câncer que ficam no instituto.,10/10/2013,1
"
Vacina contra câncer é descoberta na Venezuela por Jacinto Convit  ",saude,"O médico venezuelano Jacinto Convit descobriu a vacina contra o câncer de mama, cólon e estômago. A vacina estaria disponível na cidade de Caracas.",08/10/2013,1
"
Beber água antes de dormir previne infarto feminino  ",saude,"Como 90% dos ataques do coração acontecem pela manhã, uma forma de se prevenir dos ataques é bebendo um ou dois copos de água antes de dormir.",03/10/2013,1
"
Água fervida no microondas explode e fere homem de 26 anos  ",saude,"Após ferver um pouco de água no microondas, um homem de 26 anos teria ficado cego parcialmente após olhar para o copo e a água “explodir”.",02/10/2013,1
"
Hoax: água oxigenada clareia os dentes e mata germes ",saude,"A água oxigenada traria muitos benefícios para o tratamento dos dentes. Além de matar os germes da boca, poderia ser usada em tratamento de clareamentos dentais.",30/09/2013,1
"
Informação de que quiabo cura cinomose e parvovirose em cães é falsa ",saude,"O quiabo seria um remédio infalível contra cinomose e parvovirose. Para curar cães em estágio avançado da doença, a receita seria fazer uma sopa com quiabo e água batida no liquidificador.",29/09/2013,1
"
Mensagem falsa: rato é encontrado no açougue do supermercado Extra ",saude,"Um cliente do supermercado Extra teria encontrado um rato junto com as carnes do açougue do estabelecimento. Após postar a imagem no Facebook, ele teria sido “censurado” na rede social.",25/09/2013,1
"
Informação de que Kit Kat é feito de óleo de palma é desatualizada ",saude,A empresa Nestlé utiliza óleo de palma de florestas da Indonésia na fabricação do chocolate Kit Kat. O uso estaria ameaçando espécies de orangotangos da região.,21/09/2013,1
"
Batom com chumbo causa câncer  ",saude,A oncologista Claudia Pirisi aponta que batons de diversas marcas têm grandes quantidades de chumbo e podem causar câncer nas mulheres.,03/09/2013,1
"
Hoax – Ex-paquita Patrícia morre aos 17 anos de Aids após se envolver com drogas ",saude,"Uma menina de 17 anos chamada Patrícia, de Florianópolis, conta o drama que viveu com o álcool, drogas e sexo. Em seu leito de morte, pediu para a enfermeira Danelise escrever mensagem para o mundo.",28/08/2013,1
"
Cebola é um imã de bactérias e previne gripe  ",saude,"Com base em uma história de 1919, médicos descobriram que a cebola é um imã de bactérias. Para se evitar gripe, só é preciso colocar uma cebola cortada no quarto durante a noite.",19/08/2013,1
"
Hoax sobre doença de chagas em feijão cru fala de COOVENF e UNIUPS ",saude,Um lote de feijão cru estaria contaminado pelo protozoário que causa a doença de Chagas. Mensagem que circula a web diz que a forma de evitar maiores problemas seria deixando o feijão de molho no vinagre ou parando de comê-lo.,12/08/2013,1
"
Hoax – Menina de 21 anos derrete lente de contato em churrasco e fica cega ",saude,Uma garota de 21 anos ficou cega após a lente de contato derreter enquanto ela cozinhava um churrasco,06/08/2013,1
"
Limão congelado cura câncer e é mais forte que quimioterapia  ",saude,Ralar limão congelado e colocar nas refeições ajuda na cura do câncer. Fruta seria mais forte que quimioterapia e não dá efeitos colaterais.,23/07/2013,1
"
Fanta Uva causa câncer e problema nos rins  ",saude,Beber Fanta Uva causaria problema nos rins e tumores no reto. Essa história foi atualizada em maio de 2015. Confira a versão mais atualizada da história aqui: ,22/07/2013,1
"
Nubank dá R$ 50 de Pix de Dia dos Pais em site no WhatsApp  ",tecnologia,"Por causa do Dia dos Pais, a Nubank está dando um Pix de R$ 50 para quem entrar em um site, responder a algumas perguntas e compartilhar um link com amigos no WhatsApp.",09/08/2022,1
"
Walmart está doando geladeiras e fogões em página do Facebook  ",tecnologia,"O Walmart está realizando a doação de geladeiras e fogões que estão com pequenos defeitos em página do Facebook chamada Walmart Fans. Para ganhar, só é preciso digitar feito.",09/08/2022,1
"
Novo golpe do Pix usa ligação do 95004-1117 sobre vacinação  ",tecnologia,O novo golpe do Pix é uma ligação do número de telefone 95004-1117 com uma pesquisa que pede para a pessoa pressionar 2 se foi vacinada. O telefone é hackeado e o Pix sacado.,04/08/2022,1
"
Sites de apostas não pagam apostadores  ",tecnologia,Sites de apostas não pagam apostadores e roubam dados. ,28/07/2022,1
"
Leroy Merlin dá presente de Dia dos Pais para quem compartilhar no WhatsApp  ",tecnologia,A Leroy Merlin está dando um presente de Dia dos Pais para todas as pessoas que entrarem em um site de domínio russo e compartilhar o link dele no WhatsApp.,25/07/2022,1
"
Consulte se você tem direito ao Auxílio Brasil e saque R$ 2.500 com Pix compartilhando link no WhatsApp  ",tecnologia,"Você pode consultar se tem direito ao Auxílio Brasil e realizar um saque de R$ 2.500,00 no Pix se entrar em um site com domínio russo e compartilhar link dele com amigos no WhatsApp.",12/07/2022,1
"
Programa Prato Cheio dá cesta básica para quem compartilhar um link no WhatsApp  ",tecnologia,"Você pode ganhar uma cesta básica no programa Prato cheio se entrar em um site, responder a algumas perguntas e, no final, compartilhar um link com amigos no WhatsApp.",05/07/2022,1
"
Carrefour faz 65 anos e está dando prêmios para quem compartilhar link no WhatsApp  ",tecnologia,"O Carrefour está fazendo 65 anos e, por isso, está dando brindes para quem entrar em um site e compartilhar um link com amigos no WhatsApp.",05/07/2022,1
"
Supermercados BH dá R$ 1.000 no WhatsApp por causa de aniversário de 23 anos  ",tecnologia,"O Supermercados BH está completando 23 anos e por isso está dando R$ 1.000 para as pessoas que entrarem em um site, responderem a algumas perguntas e compartilharem um link com amigos no WhatsApp.",04/07/2022,1
"
Coca-Cola está dando um frigobar por causa do aniversário de 130 anos  ",tecnologia,A Coca-Cola está fazendo aniversário de 130 anos e por isso está dando um frigobar grátis para as pessoas que entrarem em um site e compartilharem um link com amigos no WhatsApp.,02/07/2022,1
"
Daslu vende estoque de louças por R$ 139,90 após liquidação na Justiça  ",tecnologia,"Após a Justiça determinar a liquidação da Daslu, a empresa está vendendo um conjunto de jantar de luxo por 139,90 em um site chamado G97.",01/07/2022,1
"
Pesquisa eleitoral para presidente da República em 2022 para quem compartilhar link no WhatsApp  ",tecnologia,"Você pode ter a oportunidade de responder a uma pesquisa eleitoral para presidente da República para o ano de 2022 se entrar em um site, responder a algumas perguntas e, no final, compartilhar um link com amigos no WhatsApp.",30/06/2022,1
